timestamp,latitude,longitude,speed_knots,course_deg,vessel_status,port_call_flag,wind_speed_knots,wind_direction_deg,sea_state,course_adjusted
2022-01-01 00:00:00,38.061427,-89.107948,22.68,314.89,Underway,False,12.7,355.9,2.0,False
2022-01-01 01:00:00,37.971407,-89.715647,22.59,314.89,Underway,False,14.6,107.2,2.0,False
2022-01-01 02:00:00,37.881388,-90.323346,23.81,308.06,Underway,False,15.7,76.1,4.0,True
2022-01-01 03:00:00,37.791369,-90.931045,22.51,306.93,Underway,False,16.4,270.0,3.0,True
2022-01-01 04:00:00,37.70135,-91.538744,22.28,314.89,Underway,False,11.3,159.5,2.0,False
2022-01-01 05:00:00,37.61133,-92.146443,22.66,306.81,Underway,False,16.8,35.3,2.0,True
2022-01-01 06:00:00,37.521311,-92.754142,23.13,314.89,Underway,False,13.5,329.6,2.0,False
2022-01-01 07:00:00,37.431292,-93.361841,23.47,314.89,Underway,False,10.9,288.7,2.0,False
2022-01-01 08:00:00,37.341272,-93.96954,23.11,314.89,Underway,False,14.8,3.7,2.0,False
2022-01-01 09:00:00,37.251253,-94.577239,22.58,323.0,Underway,False,17.6,207.0,3.0,True
2022-01-01 10:00:00,37.161234,-95.184938,22.94,314.89,Underway,False,13.3,185.1,2.0,False
2022-01-01 11:00:00,37.071214,-95.792637,22.78,314.89,Underway,False,14.2,231.1,2.0,False
2022-01-01 12:00:00,36.981195,-96.400336,22.94,314.89,Underway,False,14.0,109.1,1.0,False
2022-01-01 13:00:00,36.891176,-97.008035,23.32,321.45,Underway,False,17.1,252.6,4.0,True
2022-01-01 14:00:00,36.801156,-97.615734,22.84,314.89,Underway,False,14.5,160.5,2.0,False
2022-01-01 15:00:00,36.711137,-98.223433,23.1,314.89,Underway,False,10.3,106.9,2.0,False
2022-01-01 16:00:00,36.621118,-98.831132,22.2,313.96,Underway,False,15.3,40.6,3.0,True
2022-01-01 17:00:00,36.531099,-99.438831,23.18,308.74,Underway,False,15.7,39.5,2.0,True
2022-01-01 18:00:00,36.441079,-100.04653,22.13,307.16,Underway,False,16.5,337.4,3.0,True
2022-01-01 19:00:00,36.35106,-100.654229,22.75,321.13,Underway,False,16.5,318.6,3.0,True
2022-01-01 20:00:00,36.261041,-101.261928,22.09,313.0,Underway,False,18.0,249.1,2.0,True
2022-01-01 21:00:00,36.171021,-101.869627,22.31,314.89,Underway,False,14.6,152.2,3.0,False
2022-01-01 22:00:00,36.081002,-102.477326,22.0,322.33,Underway,False,17.2,20.1,3.0,True
2022-01-01 23:00:00,35.990983,-103.085025,22.56,314.89,Underway,False,12.5,57.0,1.0,False
2022-01-02 00:00:00,35.900963,-103.692724,22.35,314.89,Underway,False,10.7,271.1,1.0,False
2022-01-02 01:00:00,35.810944,-104.300423,22.21,314.89,Underway,False,14.9,233.8,2.0,False
2022-01-02 02:00:00,35.720925,-104.908122,22.69,314.89,Underway,False,13.5,11.9,1.0,False
2022-01-02 03:00:00,35.630905,-105.515821,22.74,309.08,Underway,False,17.6,163.4,3.0,True
2022-01-02 04:00:00,35.540886,-106.12352,22.32,314.89,Underway,False,14.0,16.9,2.0,False
2022-01-02 05:00:00,35.450867,-106.731219,22.28,315.96,Underway,False,17.3,355.7,3.0,True
2022-01-02 06:00:00,35.360848,-107.338918,21.75,314.89,Underway,False,14.4,95.6,2.0,False
2022-01-02 07:00:00,35.270828,-107.946617,23.12,313.96,Underway,False,15.6,92.2,2.0,True
2022-01-02 08:00:00,35.180809,-108.554316,22.25,314.89,Underway,False,13.1,64.7,2.0,False
2022-01-02 09:00:00,35.09079,-109.162015,22.06,314.89,Underway,False,12.3,23.0,2.0,False
2022-01-02 10:00:00,35.00077,-109.769714,23.15,314.89,Underway,False,13.6,44.1,3.0,False
2022-01-02 11:00:00,34.910751,-110.377413,21.76,314.89,Underway,False,10.5,33.3,2.0,False
2022-01-02 12:00:00,34.820732,-110.985112,22.66,314.89,Underway,False,8.7,356.8,1.0,False
2022-01-02 13:00:00,34.730712,-111.592811,22.69,316.18,Underway,False,15.9,89.3,3.0,True
2022-01-02 14:00:00,34.640693,-112.20051,23.59,314.89,Underway,False,12.5,178.5,2.0,False
2022-01-02 15:00:00,34.550674,-112.808209,22.87,314.89,Underway,False,13.9,69.6,3.0,False
2022-01-02 16:00:00,34.460654,-113.415908,22.14,314.89,Underway,False,13.4,306.8,3.0,False
2022-01-02 17:00:00,34.370635,-114.023607,22.86,314.89,Underway,False,12.1,192.6,2.0,False
2022-01-02 18:00:00,34.280616,-114.631306,22.79,314.89,Underway,False,10.2,275.1,2.0,False
2022-01-02 19:00:00,34.190597,-115.239005,23.44,314.89,Underway,False,11.7,301.2,3.0,False
2022-01-02 20:00:00,34.100577,-115.846704,22.42,314.89,Underway,False,14.6,63.6,2.0,False
2022-01-02 21:00:00,34.010558,-116.454403,22.35,314.89,Underway,False,13.5,123.2,1.0,False
2022-01-02 22:00:00,33.920539,-117.062102,22.11,314.89,Underway,False,13.5,257.0,2.0,False
2022-01-02 23:00:00,33.830519,-117.669801,22.69,314.89,Underway,False,13.6,261.2,2.0,False
2022-01-03 00:00:00,33.7405,-118.2775,22.7,314.89,Underway,False,11.2,293.7,2.0,False
2022-01-03 01:00:00,33.7405,-118.2775,0.0,0.0,At Port,True,,,,False
2022-01-03 02:00:00,33.7405,-118.2775,0.0,0.0,At Port,True,,,,False
2022-01-03 03:00:00,33.7405,-118.2775,0.0,0.0,At Port,True,,,,False
2022-01-03 04:00:00,33.7405,-118.2775,0.0,0.0,At Port,True,,,,False
