timestamp,latitude,longitude,speed_knots,course_deg,vessel_status,port_call_flag,wind_speed_knots,wind_direction_deg,sea_state,course_adjusted
2016-01-01 00:00:00,47.509812,-25.32414,23.25,33.22,Underway,False,19.5,318.0,3.0,True
2016-01-01 01:00:00,47.614921,-24.614573,23.37,28.51,Underway,False,16.4,239.6,3.0,True
2016-01-01 02:00:00,47.72003,-23.905005,24.21,31.95,Underway,False,16.9,34.7,3.0,True
2016-01-01 03:00:00,47.825139,-23.195438,23.49,24.68,Underway,False,15.1,314.1,3.0,True
2016-01-01 04:00:00,47.930249,-22.48587,23.48,30.86,Underway,False,16.0,171.2,2.0,True
2016-01-01 05:00:00,48.035358,-21.776302,23.17,31.69,Underway,False,14.6,307.2,2.0,False
2016-01-01 06:00:00,48.140467,-21.066735,23.57,31.69,Underway,False,14.1,50.1,2.0,False
2016-01-01 07:00:00,48.245576,-20.357167,22.98,31.69,Underway,False,13.5,103.4,3.0,False
2016-01-01 08:00:00,48.350686,-19.647599,22.15,37.09,Underway,False,16.9,157.2,3.0,True
2016-01-01 09:00:00,48.455795,-18.938032,23.13,31.69,Underway,False,14.5,268.9,2.0,False
2016-01-01 10:00:00,48.560904,-18.228464,23.28,31.69,Underway,False,13.8,36.3,3.0,False
2016-01-01 11:00:00,48.666013,-17.518897,22.98,31.69,Underway,False,14.7,300.5,3.0,False
2016-01-01 12:00:00,48.771123,-16.809329,23.81,33.13,Underway,False,15.5,148.2,2.0,True
2016-01-01 13:00:00,48.876232,-16.099761,22.83,31.69,Underway,False,10.9,282.9,1.0,False
2016-01-01 14:00:00,48.981341,-15.390194,23.45,33.14,Underway,False,15.1,262.9,2.0,True
2016-01-01 15:00:00,49.08645,-14.680626,24.14,25.17,Underway,False,15.5,157.4,3.0,True
2016-01-01 16:00:00,49.19156,-13.971058,23.42,34.3,Underway,False,15.7,65.2,2.0,True
2016-01-01 17:00:00,49.296669,-13.261491,23.16,24.31,Underway,False,15.4,134.3,3.0,True
2016-01-01 18:00:00,49.401778,-12.551923,23.88,31.69,Underway,False,12.6,286.4,2.0,False
2016-01-01 19:00:00,49.506887,-11.842355,23.18,31.69,Underway,False,13.5,298.2,2.0,False
2016-01-01 20:00:00,49.611997,-11.132788,22.76,40.62,Underway,False,15.9,274.2,3.0,True
2016-01-01 21:00:00,49.717106,-10.42322,23.2,31.69,Underway,False,14.4,96.7,2.0,False
2016-01-01 22:00:00,49.822215,-9.713653,23.03,35.6,Underway,False,17.3,186.3,3.0,True
