timestamp,latitude,longitude,speed_knots,course_deg,vessel_status,port_call_flag,wind_speed_knots,wind_direction_deg,sea_state,course_adjusted
2025-01-01 00:00:00,-10.289032,59.997733,24.64,62.44,Underway,False,13.0,219.6,2.0,False
2025-01-01 01:00:00,-10.024577,60.3893,24.82,62.44,Underway,False,12.9,127.2,2.0,False
2025-01-01 02:00:00,-9.760122,60.780867,25.08,66.63,Underway,False,15.9,348.3,3.0,True
2025-01-01 03:00:00,-9.495667,61.172433,25.03,62.44,Underway,False,13.4,198.8,2.0,False
2025-01-01 04:00:00,-9.231212,61.564,25.11,62.44,Underway,False,13.9,210.1,1.0,False
2025-01-01 05:00:00,-8.966757,61.955567,25.23,62.44,Underway,False,13.9,49.4,3.0,False
2025-01-01 06:00:00,-8.702302,62.347133,24.48,62.44,Underway,False,13.6,109.2,1.0,False
2025-01-01 07:00:00,-8.437847,62.7387,24.51,62.44,Underway,False,14.3,237.5,3.0,False
2025-01-01 08:00:00,-8.173392,63.130267,24.17,62.44,Underway,False,14.6,357.2,2.0,False
2025-01-01 09:00:00,-7.908937,63.521833,24.97,62.44,Underway,False,14.6,319.0,2.0,False
2025-01-01 10:00:00,-7.644482,63.9134,24.85,62.44,Underway,False,12.6,318.6,2.0,False
2025-01-01 11:00:00,-7.380027,64.304967,25.56,62.44,Underway,False,11.3,241.1,2.0,False
2025-01-01 12:00:00,-7.115572,64.696533,24.48,62.44,Underway,False,12.6,122.2,1.0,False
2025-01-01 13:00:00,-6.851117,65.0881,24.77,62.44,Underway,False,10.8,48.4,1.0,False
2025-01-01 14:00:00,-6.586662,65.479667,25.4,57.45,Underway,False,15.9,271.0,3.0,True
2025-01-01 15:00:00,-6.322207,65.871233,25.33,71.3,Underway,False,15.9,359.2,2.0,True
2025-01-01 16:00:00,-6.057752,66.2628,24.03,57.88,Underway,False,17.9,79.8,3.0,True
2025-01-01 17:00:00,-5.793297,66.654367,24.62,70.86,Underway,False,16.4,316.2,2.0,True
2025-01-01 18:00:00,-5.528842,67.045933,24.68,68.58,Underway,False,19.2,237.7,3.0,True
2025-01-01 19:00:00,-5.264387,67.4375,24.13,52.9,Underway,False,15.8,251.6,3.0,True
2025-01-01 20:00:00,-4.999932,67.829067,24.94,62.44,Underway,False,13.7,175.4,3.0,False
2025-01-01 21:00:00,-4.735477,68.220633,24.85,62.44,Underway,False,13.7,28.5,3.0,False
2025-01-01 22:00:00,-4.471022,68.6122,24.8,66.51,Underway,False,15.5,318.3,2.0,True
2025-01-01 23:00:00,-4.206567,69.003767,24.57,53.58,Underway,False,17.7,191.0,3.0,True
2025-01-02 00:00:00,-3.942112,69.395333,23.93,57.1,Underway,False,16.8,266.6,3.0,True
2025-01-02 01:00:00,-3.677657,69.7869,24.34,62.44,Underway,False,14.5,32.8,2.0,False
2025-01-02 02:00:00,-3.413202,70.178467,24.7,62.44,Underway,False,12.8,30.6,3.0,False
2025-01-02 03:00:00,-3.148747,70.570033,23.65,62.44,Underway,False,13.7,14.4,3.0,False
2025-01-02 04:00:00,-2.884292,70.9616,24.76,62.44,Underway,False,14.5,92.5,2.0,False
2025-01-02 05:00:00,-2.619837,71.353167,24.31,62.44,Underway,False,14.4,218.6,2.0,False
2025-01-02 06:00:00,-2.355382,71.744733,24.83,58.35,Underway,False,16.6,345.3,3.0,True
2025-01-02 07:00:00,-2.090927,72.1363,25.08,62.44,Underway,False,14.8,112.5,3.0,False
2025-01-02 08:00:00,-1.826472,72.527867,24.95,62.44,Underway,False,13.3,144.4,3.0,False
2025-01-02 09:00:00,-1.562017,72.919433,24.1,62.44,Underway,False,14.9,32.3,2.0,False
2025-01-02 10:00:00,-1.297562,73.311,25.44,65.48,Underway,False,19.4,134.3,4.0,True
2025-01-02 11:00:00,-1.033107,73.702567,24.81,56.43,Underway,False,16.9,44.0,4.0,True
2025-01-02 12:00:00,-0.768652,74.094133,25.66,61.63,Underway,False,16.9,21.3,3.0,True
2025-01-02 13:00:00,-0.504197,74.4857,24.59,62.44,Underway,False,13.7,235.0,2.0,False
2025-01-02 14:00:00,-0.239742,74.877267,25.35,64.85,Underway,False,16.1,251.9,2.0,True
2025-01-02 15:00:00,0.024713,75.268833,25.17,62.44,Underway,False,10.7,260.4,2.0,False
2025-01-02 16:00:00,0.289168,75.6604,25.18,62.44,Underway,False,12.8,37.9,2.0,False
2025-01-02 17:00:00,0.553623,76.051967,24.85,67.54,Underway,False,19.0,71.2,4.0,True
2025-01-02 18:00:00,0.818077,76.443533,24.3,62.44,Underway,False,14.9,162.3,3.0,False
2025-01-02 19:00:00,1.082532,76.8351,25.44,62.44,Underway,False,13.1,209.9,2.0,False
2025-01-02 20:00:00,1.346987,77.226667,24.0,62.44,Underway,False,14.3,102.3,2.0,False
2025-01-02 21:00:00,1.611442,77.618233,24.04,62.44,Underway,False,11.0,345.1,2.0,False
2025-01-02 22:00:00,1.875897,78.0098,24.55,61.89,Underway,False,15.7,106.9,3.0,True
2025-01-02 23:00:00,2.140352,78.401367,25.02,62.44,Underway,False,11.6,178.5,3.0,False
2025-01-03 00:00:00,2.404807,78.792933,24.72,62.44,Underway,False,14.4,275.9,2.0,False
2025-01-03 01:00:00,2.669262,79.1845,24.43,68.87,Underway,False,15.4,146.1,2.0,True
2025-01-03 02:00:00,2.933717,79.576067,25.82,62.44,Underway,False,14.8,355.2,2.0,False
2025-01-03 03:00:00,3.198172,79.967633,24.88,62.44,Underway,False,13.9,222.7,3.0,False
2025-01-03 04:00:00,3.462627,80.3592,24.65,62.44,Underway,False,14.2,70.3,2.0,False
2025-01-03 05:00:00,3.727082,80.750767,25.62,61.77,Underway,False,16.3,336.5,4.0,True
2025-01-03 06:00:00,3.991537,81.142333,24.8,53.43,Underway,False,16.9,49.8,2.0,True
2025-01-03 07:00:00,4.255992,81.5339,23.62,57.36,Underway,False,16.7,56.2,3.0,True
2025-01-03 08:00:00,4.520447,81.925467,25.77,62.44,Underway,False,13.2,200.1,1.0,False
2025-01-03 09:00:00,4.784902,82.317033,24.47,62.14,Underway,False,17.0,161.3,3.0,True
2025-01-03 10:00:00,5.049357,82.7086,24.87,62.44,Underway,False,12.8,201.2,1.0,False
2025-01-03 11:00:00,5.313812,83.100167,24.22,62.44,Underway,False,12.4,194.6,2.0,False
2025-01-03 12:00:00,5.578267,83.491733,23.76,62.44,Underway,False,14.2,176.4,3.0,False
2025-01-03 13:00:00,5.842722,83.8833,24.92,61.81,Underway,False,15.8,31.0,3.0,True
2025-01-03 14:00:00,6.107177,84.274867,24.42,62.44,Underway,False,14.7,323.4,2.0,False
2025-01-03 15:00:00,6.371632,84.666433,24.2,57.82,Underway,False,16.8,197.1,3.0,True
2025-01-03 16:00:00,6.636087,85.058,24.12,62.44,Underway,False,14.4,42.2,3.0,False
2025-01-03 17:00:00,6.900542,85.449567,23.59,62.44,Underway,False,13.6,61.5,2.0,False
2025-01-03 18:00:00,7.164997,85.841133,25.55,66.47,Underway,False,17.4,348.5,3.0,True
2025-01-03 19:00:00,7.429452,86.2327,25.58,58.01,Underway,False,16.6,345.3,3.0,True
2025-01-03 20:00:00,7.693907,86.624267,23.34,63.51,Underway,False,18.8,184.3,3.0,True
2025-01-03 21:00:00,7.958362,87.015833,24.31,62.44,Underway,False,14.8,56.7,2.0,False
2025-01-03 22:00:00,8.222817,87.4074,25.11,62.44,Underway,False,14.8,288.6,3.0,False
2025-01-03 23:00:00,8.487272,87.798967,23.27,62.44,Underway,False,14.1,170.5,3.0,False
2025-01-04 00:00:00,8.751727,88.190533,24.43,62.44,Underway,False,11.1,258.4,1.0,False
2025-01-04 01:00:00,9.016182,88.5821,24.88,62.44,Underway,False,12.8,184.5,2.0,False
2025-01-04 02:00:00,9.280637,88.973667,24.21,69.0,Underway,False,16.8,41.3,3.0,True
2025-01-04 03:00:00,9.545092,89.365233,24.61,62.44,Underway,False,13.4,133.4,2.0,False
2025-01-04 04:00:00,9.809547,89.7568,24.69,62.44,Underway,False,15.0,218.4,2.0,False
2025-01-04 05:00:00,10.074002,90.148367,25.45,62.44,Underway,False,12.5,326.4,2.0,False
2025-01-04 06:00:00,10.338457,90.539933,24.35,62.44,Underway,False,13.6,255.4,2.0,False
2025-01-04 07:00:00,10.602912,90.9315,25.32,57.6,Underway,False,17.5,0.1,3.0,True
2025-01-04 08:00:00,10.867367,91.323067,25.02,62.44,Underway,False,13.5,14.5,1.0,False
2025-01-04 09:00:00,11.131822,91.714633,25.25,62.44,Underway,False,14.2,74.0,3.0,False
2025-01-04 10:00:00,11.396277,92.1062,24.88,62.44,Underway,False,11.4,161.2,2.0,False
2025-01-04 11:00:00,11.660732,92.497767,24.27,62.44,Underway,False,14.8,293.0,2.0,False
2025-01-04 12:00:00,11.925187,92.889333,23.89,62.44,Underway,False,13.1,117.9,3.0,False
2025-01-04 13:00:00,12.189642,93.2809,24.95,57.98,Underway,False,16.5,138.2,4.0,True
2025-01-04 14:00:00,12.454097,93.672467,24.28,62.44,Underway,False,12.6,313.7,2.0,False
2025-01-04 15:00:00,12.718552,94.064033,24.31,62.44,Underway,False,13.9,280.1,3.0,False
2025-01-04 16:00:00,12.983006,94.4556,24.48,62.44,Underway,False,13.1,273.9,2.0,False
2025-01-04 17:00:00,13.247461,94.847167,24.46,62.44,Underway,False,14.9,233.5,2.0,False
2025-01-04 18:00:00,13.511916,95.238733,25.47,68.9,Underway,False,16.5,352.2,3.0,True
2025-01-04 19:00:00,13.776371,95.6303,24.64,62.44,Underway,False,12.8,29.2,3.0,False
2025-01-04 20:00:00,14.040826,96.021867,24.07,71.59,Underway,False,19.5,261.2,3.0,True
2025-01-04 21:00:00,14.305281,96.413433,24.15,68.36,Underway,False,16.6,111.7,2.0,True
2025-01-04 22:00:00,14.569736,96.805,24.8,52.44,Underway,False,17.8,279.6,3.0,True
2025-01-04 23:00:00,14.834191,97.196567,25.01,62.44,Underway,False,13.1,237.3,3.0,False
2025-01-05 00:00:00,15.098646,97.588133,24.39,67.7,Underway,False,16.9,106.2,3.0,True
2025-01-05 01:00:00,15.363101,97.9797,24.21,65.47,Underway,False,16.1,115.8,3.0,True
2025-01-05 02:00:00,15.627556,98.371267,25.69,62.44,Underway,False,13.6,288.2,1.0,False
2025-01-05 03:00:00,15.892011,98.762833,25.12,63.79,Underway,False,16.9,112.8,3.0,True
2025-01-05 04:00:00,16.156466,99.1544,24.62,66.45,Underway,False,15.1,222.5,3.0,True
2025-01-05 05:00:00,16.420921,99.545967,24.72,54.23,Underway,False,15.6,338.9,3.0,True
2025-01-05 06:00:00,16.685376,99.937533,26.27,62.44,Underway,False,11.1,216.2,2.0,False
2025-01-05 07:00:00,16.949831,100.3291,25.05,62.44,Underway,False,12.1,245.9,2.0,False
