timestamp,latitude,longitude,speed_knots,course_deg,vessel_status,port_call_flag,wind_speed_knots,wind_direction_deg,sea_state,course_adjusted
2015-04-01 00:00:00,31.2304,121.4737,22.09,212.62,Underway,False,10.0,190.4,2.0,False
2015-04-01 01:00:00,30.821108,121.231866,21.11,212.62,Underway,False,11.3,250.6,2.0,False
2015-04-01 02:00:00,30.411816,120.990032,22.03,212.62,Underway,False,9.9,58.1,2.0,False
2015-04-01 03:00:00,30.002525,120.748197,22.5,212.62,Underway,False,10.7,291.6,2.0,False
2015-04-01 04:00:00,29.593233,120.506363,22.03,212.62,Underway,False,13.9,334.9,1.0,False
2015-04-01 05:00:00,29.183941,120.264529,22.21,212.62,Underway,False,9.0,7.6,1.0,False
2015-04-01 06:00:00,28.774649,120.022695,21.7,212.62,Underway,False,8.5,153.0,0.0,False
2015-04-01 07:00:00,28.365358,119.78086,22.7,212.62,Underway,False,10.2,245.4,1.0,False
2015-04-01 08:00:00,27.956066,119.539026,22.13,212.62,Underway,False,10.9,121.0,2.0,False
2015-04-01 09:00:00,27.546774,119.297192,22.37,212.62,Underway,False,9.4,307.3,1.0,False
2015-04-01 10:00:00,27.137482,119.055358,21.79,212.62,Underway,False,12.0,89.6,3.0,False
2015-04-01 11:00:00,26.72819,118.813523,21.88,212.62,Underway,False,3.2,229.7,0.0,False
2015-04-01 12:00:00,26.318899,118.571689,21.81,212.62,Underway,False,9.4,65.6,2.0,False
2015-04-01 13:00:00,25.909607,118.329855,22.21,212.62,Underway,False,7.9,271.0,2.0,False
2015-04-01 14:00:00,25.500315,118.088021,22.07,212.62,Underway,False,10.3,153.5,2.0,False
2015-04-01 15:00:00,25.091023,117.846186,23.06,212.62,Underway,False,9.9,301.7,1.0,False
2015-04-01 16:00:00,24.681732,117.604352,22.29,212.62,Underway,False,9.8,257.3,2.0,False
2015-04-01 17:00:00,24.27244,117.362518,21.09,212.62,Underway,False,9.9,94.6,2.0,False
2015-04-01 18:00:00,23.863148,117.120684,21.88,212.62,Underway,False,10.3,202.6,2.0,False
2015-04-01 19:00:00,23.453856,116.878849,21.77,212.62,Underway,False,8.3,195.6,2.0,False
2015-04-01 20:00:00,23.044564,116.637015,22.41,212.62,Underway,False,5.1,32.0,0.0,False
2015-04-01 21:00:00,22.635273,116.395181,21.15,212.62,Underway,False,12.4,60.5,2.0,False
2015-04-01 22:00:00,22.225981,116.153347,22.45,212.62,Underway,False,8.3,181.7,1.0,False
2015-04-01 23:00:00,21.816689,115.911512,21.31,212.62,Underway,False,12.6,131.9,3.0,False
2015-04-02 00:00:00,21.407397,115.669678,21.92,212.62,Underway,False,8.5,184.4,1.0,False
2015-04-02 01:00:00,20.998105,115.427844,21.84,212.62,Underway,False,10.9,322.3,1.0,False
2015-04-02 02:00:00,20.588814,115.18601,22.52,212.62,Underway,False,9.6,355.6,2.0,False
2015-04-02 03:00:00,20.179522,114.944175,23.4,212.62,Underway,False,10.1,305.8,1.0,False
2015-04-02 04:00:00,19.77023,114.702341,22.77,212.62,Underway,False,11.2,51.1,1.0,False
2015-04-02 05:00:00,19.360938,114.460507,21.41,212.62,Underway,False,11.1,281.8,2.0,False
2015-04-02 06:00:00,18.951647,114.218673,22.45,212.62,Underway,False,8.9,77.3,2.0,False
2015-04-02 07:00:00,18.542355,113.976838,22.72,212.62,Underway,False,6.8,106.8,1.0,False
2015-04-02 08:00:00,18.133063,113.735004,22.39,212.62,Underway,False,8.5,34.5,1.0,False
2015-04-02 09:00:00,17.723771,113.49317,22.67,212.62,Underway,False,11.3,53.2,1.0,False
